#Device,HMC8015
#Device Name,
#Date,2018-07-15
#Logging Interval[s],0.100
#Actual Count,223         
URMS[V],IRMS[A],P[W],FPLL[Hz],WH[Wh],IRange[A],S[VA],Q[var],LAMBDA[],UTHD[%],Timestamp
227.67,0.0373E-03,0.0016,49.995,,5E-03,0.0085,0.0083,0.188,2.44,09:18:00.000
227.72,0.0373E-03,0.0016,49.996,,5E-03,0.0085,0.0083,0.187,2.44,09:18:00.100
227.68,0.0372E-03,0.0016,49.994,,5E-03,0.0085,0.0083,0.188,2.41,09:18:00.200
227.70,0.0372E-03,0.0016,49.992,,5E-03,0.0085,0.0083,0.189,2.43,09:18:00.300
227.71,0.0373E-03,0.0016,49.992,,5E-03,0.0085,0.0083,0.187,2.43,09:18:00.400
227.70,0.0373E-03,0.0016,49.993,,5E-03,0.0085,0.0083,0.187,2.43,09:18:00.500
227.69,0.0372E-03,0.0016,49.991,,5E-03,0.0085,0.0083,0.188,2.41,09:18:00.600
227.67,0.0372E-03,0.0016,49.991,,5E-03,0.0085,0.0083,0.189,2.41,09:18:00.700
227.65,0.0372E-03,0.0016,49.990,,5E-03,0.0085,0.0083,0.189,2.40,09:18:00.800
nan,nan,nan,nan,,20,nan,nan,nan,nan,09:18:00.900
nan,nan,nan,nan,,20,nan,nan,nan,nan,09:18:01.000
nan,nan,nan,nan,,20,nan,nan,nan,nan,09:18:01.100
217.49,7.174,1.5603E+03,49.989,,20,1.5603E+03,0.0015E+03,1.000,2.39,09:18:01.200
217.46,7.167,1.5585E+03,49.991,,20,1.5585E+03,0.0016E+03,1.000,2.40,09:18:01.300
217.45,7.161,1.5571E+03,49.989,,20,1.5571E+03,0.0017E+03,1.000,2.40,09:18:01.400
217.46,7.156,1.5561E+03,49.989,,20,1.5561E+03,0.0015E+03,1.000,2.39,09:18:01.500
217.47,7.152,1.5552E+03,49.990,,20,1.5552E+03,0.0017E+03,1.000,2.40,09:18:01.600
217.50,7.148,1.5547E+03,49.990,,20,1.5547E+03,0.0015E+03,1.000,2.41,09:18:01.700
217.53,7.141,1.5533E+03,49.990,,20,1.5533E+03,0.0017E+03,1.000,2.39,09:18:01.800
nan,nan,nan,nan,,10,nan,nan,nan,nan,09:18:01.900
nan,nan,nan,nan,,10,nan,nan,nan,nan,09:18:02.000
nan,nan,nan,nan,,10,nan,nan,nan,nan,09:18:02.100
217.55,7.122,1.5494E+03,49.988,,10,1.5494E+03,0.0013E+03,1.000,2.38,09:18:02.200
217.60,7.119,1.5491E+03,49.987,,10,1.5491E+03,0.0017E+03,1.000,2.43,09:18:02.300
217.61,7.118,1.5490E+03,49.988,,10,1.5490E+03,0.0017E+03,1.000,2.42,09:18:02.400
217.61,7.116,1.5485E+03,49.988,,10,1.5485E+03,0.0015E+03,1.000,2.44,09:18:02.500
217.52,7.107,1.5458E+03,49.988,,10,1.5458E+03,0.0014E+03,1.000,2.44,09:18:02.600
217.55,7.105,1.5458E+03,49.989,,10,1.5458E+03,0.0014E+03,1.000,2.43,09:18:02.700
217.53,7.101,1.5448E+03,49.988,,10,1.5448E+03,0.0013E+03,1.000,2.40,09:18:02.800
217.50,7.098,1.5439E+03,49.989,,10,1.5439E+03,0.0016E+03,1.000,2.40,09:18:02.900
217.55,7.095,1.5436E+03,49.990,,10,1.5436E+03,0.0012E+03,1.000,2.40,09:18:03.000
217.56,7.093,1.5433E+03,49.988,,10,1.5433E+03,0.0017E+03,1.000,2.41,09:18:03.100
217.58,7.092,1.5431E+03,49.990,,10,1.5431E+03,0.0013E+03,1.000,2.40,09:18:03.200
217.61,7.091,1.5430E+03,49.990,,10,1.5430E+03,0.0013E+03,1.000,2.40,09:18:03.300
217.58,7.088,1.5423E+03,49.989,,10,1.5423E+03,0.0013E+03,1.000,2.42,09:18:03.400
217.56,7.084,1.5412E+03,49.989,,10,1.5412E+03,0.0014E+03,1.000,2.42,09:18:03.500
217.65,7.085,1.5421E+03,49.989,,10,1.5421E+03,0.0014E+03,1.000,2.43,09:18:03.600
217.74,7.086,1.5430E+03,49.988,,10,1.5430E+03,0.0014E+03,1.000,2.45,09:18:03.700
217.77,7.086,1.5431E+03,49.989,,10,1.5431E+03,0.0013E+03,1.000,2.44,09:18:03.800
217.71,7.081,1.5417E+03,49.990,,10,1.5417E+03,0.0015E+03,1.000,2.44,09:18:03.900
217.74,7.081,1.5418E+03,49.990,,10,1.5418E+03,0.0014E+03,1.000,2.41,09:18:04.000
217.75,7.080,1.5417E+03,49.990,,10,1.5417E+03,0.0017E+03,1.000,2.43,09:18:04.100
217.72,7.078,1.5409E+03,49.990,,10,1.5409E+03,0.0015E+03,1.000,2.42,09:18:04.200
217.75,7.077,1.5410E+03,49.990,,10,1.5410E+03,0.0012E+03,1.000,2.41,09:18:04.300
217.78,7.076,1.5411E+03,49.989,,10,1.5411E+03,0.0012E+03,1.000,2.44,09:18:04.400
217.74,7.074,1.5403E+03,49.989,,10,1.5403E+03,0.0013E+03,1.000,2.41,09:18:04.500
217.71,7.072,1.5396E+03,49.989,,10,1.5396E+03,0.0014E+03,1.000,2.40,09:18:04.600
217.71,7.070,1.5392E+03,49.990,,10,1.5392E+03,0.0014E+03,1.000,2.42,09:18:04.700
217.70,7.069,1.5390E+03,49.989,,10,1.5390E+03,0.0012E+03,1.000,2.41,09:18:04.800
217.70,7.068,1.5388E+03,49.990,,10,1.5388E+03,0.0013E+03,1.000,2.42,09:18:04.900
217.72,7.068,1.5389E+03,49.989,,10,1.5389E+03,0.0015E+03,1.000,2.42,09:18:05.000
217.75,7.067,1.5389E+03,49.989,,10,1.5389E+03,0.0012E+03,1.000,2.41,09:18:05.100
217.80,7.068,1.5395E+03,49.987,,10,1.5395E+03,0.0012E+03,1.000,2.43,09:18:05.200
