#Device,HMC8015
#Device Name,
#Date,2018-07-10
#Logging Interval[s],0.100
#Actual Count,419         
URMS[V],IRMS[A],P[W],FPLL[Hz],WH[Wh],IRange[A],S[VA],Q[var],LAMBDA[],UTHD[%],Timestamp
222.21,8.783,1.9375E+03,49.976,,10,1.9518E+03,0.2354E+03,0.993,3.21,14:33:21.000
222.21,8.782,1.9373E+03,49.976,,10,1.9515E+03,0.2353E+03,0.993,3.22,14:33:21.100
222.16,8.781,1.9365E+03,49.977,,10,1.9507E+03,0.2352E+03,0.993,3.23,14:33:21.200
222.14,8.781,1.9362E+03,49.978,,10,1.9505E+03,0.2352E+03,0.993,3.22,14:33:21.300
222.35,8.793,1.9408E+03,49.979,,10,1.9552E+03,0.2361E+03,0.993,3.21,14:33:21.400
222.43,8.791,1.9412E+03,49.977,,10,1.9554E+03,0.2357E+03,0.993,3.15,14:33:21.500
222.48,8.787,1.9407E+03,49.977,,10,1.9550E+03,0.2356E+03,0.993,3.28,14:33:21.600
222.36,8.780,1.9381E+03,49.978,,10,1.9523E+03,0.2353E+03,0.993,3.22,14:33:21.700
222.25,8.779,1.9368E+03,49.979,,10,1.9510E+03,0.2352E+03,0.993,3.23,14:33:21.800
222.27,8.782,1.9377E+03,49.980,,10,1.9519E+03,0.2352E+03,0.993,3.23,14:33:21.900
222.31,8.784,1.9385E+03,49.983,,10,1.9528E+03,0.2354E+03,0.993,3.23,14:33:22.000
222.31,8.783,1.9384E+03,49.983,,10,1.9526E+03,0.2355E+03,0.993,3.24,14:33:22.100
222.31,8.784,1.9384E+03,49.982,,10,1.9527E+03,0.2354E+03,0.993,3.25,14:33:22.200
222.32,8.783,1.9385E+03,49.982,,10,1.9527E+03,0.2355E+03,0.993,3.25,14:33:22.300
222.35,8.784,1.9389E+03,49.980,,10,1.9531E+03,0.2356E+03,0.993,3.26,14:33:22.400
222.26,8.779,1.9369E+03,49.983,,10,1.9511E+03,0.2352E+03,0.993,3.23,14:33:22.500
222.07,8.773,1.9341E+03,49.983,,10,1.9483E+03,0.2349E+03,0.993,3.26,14:33:22.600
222.09,8.780,1.9356E+03,49.982,,10,1.9499E+03,0.2351E+03,0.993,3.24,14:33:22.700
222.16,8.785,1.9374E+03,49.981,,10,1.9516E+03,0.2353E+03,0.993,3.25,14:33:22.800
222.06,8.779,1.9352E+03,49.979,,10,1.9494E+03,0.2350E+03,0.993,3.22,14:33:22.900
221.98,8.783,1.9354E+03,49.976,,10,1.9496E+03,0.2348E+03,0.993,3.23,14:33:23.000
222.08,8.788,1.9374E+03,49.976,,10,1.9516E+03,0.2351E+03,0.993,3.23,14:33:23.100
222.08,8.787,1.9371E+03,49.977,,10,1.9513E+03,0.2352E+03,0.993,3.25,14:33:23.200
222.02,8.783,1.9358E+03,49.975,,10,1.9500E+03,0.2351E+03,0.993,3.25,14:33:23.300
222.08,8.784,1.9366E+03,49.974,,10,1.9508E+03,0.2350E+03,0.993,3.28,14:33:23.400
222.00,8.781,1.9352E+03,49.970,,10,1.9494E+03,0.2348E+03,0.993,3.27,14:33:23.500
222.06,8.785,1.9366E+03,49.968,,10,1.9508E+03,0.2349E+03,0.993,3.26,14:33:23.600
222.09,8.787,1.9374E+03,49.968,,10,1.9516E+03,0.2350E+03,0.993,3.24,14:33:23.700
222.11,8.787,1.9375E+03,49.968,,10,1.9518E+03,0.2352E+03,0.993,3.25,14:33:23.800
222.07,8.785,1.9366E+03,49.969,,10,1.9508E+03,0.2351E+03,0.993,3.23,14:33:23.900
222.11,8.787,1.9376E+03,49.970,,10,1.9518E+03,0.2352E+03,0.993,3.24,14:33:24.000
222.14,8.788,1.9380E+03,49.967,,10,1.9522E+03,0.2351E+03,0.993,3.24,14:33:24.100
222.00,8.780,1.9350E+03,49.967,,10,1.9492E+03,0.2349E+03,0.993,3.23,14:33:24.200
222.00,8.783,1.9356E+03,49.968,,10,1.9498E+03,0.2349E+03,0.993,3.26,14:33:24.300
222.09,8.788,1.9376E+03,49.971,,10,1.9518E+03,0.2351E+03,0.993,3.26,14:33:24.400
222.14,8.789,1.9381E+03,49.971,,10,1.9523E+03,0.2352E+03,0.993,3.23,14:33:24.500
222.17,8.787,1.9381E+03,49.973,,10,1.9523E+03,0.2352E+03,0.993,3.24,14:33:24.600
222.14,8.785,1.9372E+03,49.972,,10,1.9514E+03,0.2351E+03,0.993,3.25,14:33:24.700
222.13,8.784,1.9371E+03,49.974,,10,1.9513E+03,0.2351E+03,0.993,3.24,14:33:24.800
222.13,8.784,1.9371E+03,49.973,,10,1.9513E+03,0.2351E+03,0.993,3.25,14:33:24.900
222.15,8.785,1.9375E+03,49.975,,10,1.9517E+03,0.2351E+03,0.993,3.26,14:33:25.000
222.15,8.784,1.9373E+03,49.977,,10,1.9515E+03,0.2351E+03,0.993,3.27,14:33:25.100
222.18,8.784,1.9375E+03,49.976,,10,1.9517E+03,0.2352E+03,0.993,3.26,14:33:25.200
222.15,8.782,1.9366E+03,49.977,,10,1.9508E+03,0.2351E+03,0.993,3.24,14:33:25.300
221.95,8.778,1.9342E+03,49.977,,10,1.9483E+03,0.2346E+03,0.993,3.26,14:33:25.400
222.03,8.784,1.9362E+03,49.978,,10,1.9504E+03,0.2348E+03,0.993,3.24,14:33:25.500
222.16,8.789,1.9384E+03,49.977,,10,1.9526E+03,0.2351E+03,0.993,3.27,14:33:25.600
222.15,8.785,1.9375E+03,49.978,,10,1.9517E+03,0.2353E+03,0.993,3.28,14:33:25.700
221.99,8.780,1.9348E+03,49.976,,10,1.9490E+03,0.2348E+03,0.993,3.27,14:33:25.800
222.01,8.782,1.9355E+03,49.977,,10,1.9497E+03,0.2348E+03,0.993,3.26,14:33:25.900
222.04,8.785,1.9363E+03,49.975,,10,1.9505E+03,0.2350E+03,0.993,3.28,14:33:26.000
222.10,8.787,1.9374E+03,49.974,,10,1.9516E+03,0.2351E+03,0.993,3.26,14:33:26.100
221.99,8.780,1.9349E+03,49.973,,10,1.9492E+03,0.2350E+03,0.993,3.24,14:33:26.200
221.93,8.780,1.9344E+03,49.972,,10,1.9486E+03,0.2348E+03,0.993,3.28,14:33:26.300
221.97,8.783,1.9354E+03,49.970,,10,1.9496E+03,0.2348E+03,0.993,3.26,14:33:26.400
221.92,8.782,1.9348E+03,49.969,,10,1.9490E+03,0.2348E+03,0.993,3.27,14:33:26.500
222.13,8.791,1.9386E+03,49.968,,10,1.9528E+03,0.2353E+03,0.993,3.25,14:33:26.600
222.10,8.789,1.9377E+03,49.966,,10,1.9520E+03,0.2352E+03,0.993,3.23,14:33:26.700
222.13,8.788,1.9380E+03,49.967,,10,1.9522E+03,0.2353E+03,0.993,3.22,14:33:26.800
222.13,8.787,1.9376E+03,49.967,,10,1.9518E+03,0.2352E+03,0.993,3.24,14:33:26.900
222.14,8.786,1.9376E+03,49.968,,10,1.9518E+03,0.2352E+03,0.993,3.24,14:33:27.000
222.13,8.785,1.9372E+03,49.968,,10,1.9515E+03,0.2352E+03,0.993,3.24,14:33:27.100
222.14,8.785,1.9372E+03,49.970,,10,1.9515E+03,0.2353E+03,0.993,3.25,14:33:27.200
222.11,8.782,1.9364E+03,49.970,,10,1.9506E+03,0.2350E+03,0.993,3.26,14:33:27.300
222.02,8.778,1.9348E+03,49.971,,10,1.9490E+03,0.2349E+03,0.993,3.23,14:33:27.400
222.13,8.786,1.9375E+03,49.972,,10,1.9517E+03,0.2351E+03,0.993,3.24,14:33:27.500
222.18,8.787,1.9380E+03,49.974,,10,1.9523E+03,0.2352E+03,0.993,3.26,14:33:27.600
222.18,8.785,1.9377E+03,49.975,,10,1.9519E+03,0.2353E+03,0.993,3.25,14:33:27.700
222.15,8.782,1.9368E+03,49.976,,10,1.9510E+03,0.2351E+03,0.993,3.27,14:33:27.800
222.17,8.783,1.9372E+03,49.976,,10,1.9514E+03,0.2351E+03,0.993,3.26,14:33:27.900
222.15,8.782,1.9368E+03,49.975,,10,1.9510E+03,0.2350E+03,0.993,3.23,14:33:28.000
222.16,8.783,1.9370E+03,49.976,,10,1.9512E+03,0.2352E+03,0.993,3.24,14:33:28.100
222.17,8.784,1.9372E+03,49.976,,10,1.9515E+03,0.2352E+03,0.993,3.25,14:33:28.200
222.29,8.790,1.9397E+03,49.977,,10,1.9540E+03,0.2360E+03,0.993,3.22,14:33:28.300
222.44,8.793,1.9415E+03,49.976,,10,1.9558E+03,0.2359E+03,0.993,3.19,14:33:28.400
222.50,8.789,1.9413E+03,49.975,,10,1.9556E+03,0.2357E+03,0.993,3.30,14:33:28.500
222.36,8.780,1.9381E+03,49.973,,10,1.9523E+03,0.2356E+03,0.993,3.24,14:33:28.600
222.33,8.780,1.9377E+03,49.972,,10,1.9520E+03,0.2355E+03,0.993,3.22,14:33:28.700
222.36,8.782,1.9384E+03,49.970,,10,1.9527E+03,0.2355E+03,0.993,3.26,14:33:28.800
222.28,8.778,1.9368E+03,49.971,,10,1.9511E+03,0.2354E+03,0.993,3.26,14:33:28.900
222.35,8.783,1.9386E+03,49.972,,10,1.9528E+03,0.2355E+03,0.993,3.26,14:33:29.000
222.30,8.780,1.9374E+03,49.970,,10,1.9517E+03,0.2355E+03,0.993,3.26,14:33:29.100
222.32,8.781,1.9379E+03,49.969,,10,1.9522E+03,0.2354E+03,0.993,3.25,14:33:29.200
222.29,8.780,1.9374E+03,49.968,,10,1.9516E+03,0.2354E+03,0.993,3.23,14:33:29.300
