#Device,HMC8015
#Device Name,
#Date,2018-07-10
#Logging Interval[s],0.100
#Actual Count,631         
URMS[V],IRMS[A],P[W],FPLL[Hz],WH[Wh],IRange[A],S[VA],Q[var],LAMBDA[],UTHD[%],Timestamp
230.26,350.27E-03,72.90,49.979,,500E-03,80.65,34.50,0.904,3.23,14:15:01.000
230.31,350.23E-03,72.90,49.980,,500E-03,80.66,34.51,0.904,3.22,14:15:01.100
230.27,350.07E-03,72.85,49.981,,500E-03,80.61,34.51,0.904,3.20,14:15:01.200
230.31,350.08E-03,72.87,49.982,,500E-03,80.63,34.50,0.904,3.20,14:15:01.300
230.33,350.09E-03,72.88,49.981,,500E-03,80.64,34.51,0.904,3.21,14:15:01.400
230.30,349.87E-03,72.82,49.981,,500E-03,80.57,34.49,0.904,3.21,14:15:01.500
230.28,349.71E-03,72.77,49.982,,500E-03,80.53,34.48,0.904,3.16,14:15:01.600
230.23,349.60E-03,72.74,49.983,,500E-03,80.49,34.46,0.904,3.20,14:15:01.700
230.26,349.68E-03,72.75,49.984,,500E-03,80.52,34.49,0.904,3.23,14:15:01.800
230.29,349.61E-03,72.75,49.985,,500E-03,80.51,34.49,0.904,3.22,14:15:01.900
230.23,349.43E-03,72.69,49.984,,500E-03,80.45,34.46,0.904,3.18,14:15:02.000
230.27,349.59E-03,72.74,49.983,,500E-03,80.50,34.48,0.904,3.19,14:15:02.100
230.29,349.64E-03,72.75,49.982,,500E-03,80.52,34.49,0.904,3.22,14:15:02.200
230.28,349.52E-03,72.74,49.981,,500E-03,80.49,34.46,0.904,3.17,14:15:02.300
230.26,349.57E-03,72.73,49.980,,500E-03,80.49,34.48,0.904,3.17,14:15:02.400
230.30,349.79E-03,72.80,49.980,,500E-03,80.56,34.50,0.904,3.22,14:15:02.500
230.31,349.78E-03,72.79,49.980,,500E-03,80.56,34.50,0.904,3.20,14:15:02.600
230.28,349.66E-03,72.76,49.979,,500E-03,80.52,34.49,0.904,3.19,14:15:02.700
230.26,349.56E-03,72.73,49.976,,500E-03,80.49,34.48,0.904,3.20,14:15:02.800
230.30,349.78E-03,72.79,49.976,,500E-03,80.55,34.52,0.904,3.25,14:15:02.900
230.26,349.59E-03,72.74,49.977,,500E-03,80.49,34.48,0.904,3.21,14:15:03.000
230.29,349.64E-03,72.75,49.979,,500E-03,80.52,34.51,0.903,3.18,14:15:03.100
230.28,349.50E-03,72.72,49.981,,500E-03,80.48,34.49,0.904,3.24,14:15:03.200
230.27,349.64E-03,72.75,49.980,,500E-03,80.51,34.50,0.904,3.22,14:15:03.300
230.33,349.68E-03,72.77,49.980,,500E-03,80.54,34.51,0.904,3.17,14:15:03.400
230.28,349.67E-03,72.74,49.980,,500E-03,80.52,34.53,0.903,3.27,14:15:03.500
230.25,349.52E-03,72.71,49.981,,500E-03,80.48,34.50,0.903,3.23,14:15:03.600
230.27,349.70E-03,72.75,49.982,,500E-03,80.53,34.51,0.903,3.21,14:15:03.700
230.31,349.65E-03,72.76,49.984,,500E-03,80.53,34.51,0.904,3.21,14:15:03.800
230.31,349.64E-03,72.75,49.983,,500E-03,80.53,34.51,0.903,3.22,14:15:03.900
230.32,349.61E-03,72.76,49.982,,500E-03,80.52,34.50,0.904,3.18,14:15:04.000
230.34,349.73E-03,72.80,49.979,,500E-03,80.56,34.49,0.904,3.17,14:15:04.100
230.33,349.76E-03,72.79,49.977,,500E-03,80.56,34.52,0.904,3.19,14:15:04.200
230.35,349.78E-03,72.81,49.980,,500E-03,80.57,34.51,0.904,3.21,14:15:04.300
230.32,349.88E-03,72.82,49.980,,500E-03,80.59,34.53,0.904,3.18,14:15:04.400
230.35,350.09E-03,72.89,49.981,,500E-03,80.64,34.51,0.904,3.21,14:15:04.500
230.35,350.16E-03,72.89,49.979,,500E-03,80.66,34.54,0.904,3.20,14:15:04.600
230.33,350.11E-03,72.89,49.978,,500E-03,80.64,34.51,0.904,3.17,14:15:04.700
230.37,350.17E-03,72.92,49.977,,500E-03,80.67,34.50,0.904,3.16,14:15:04.800
230.42,350.49E-03,73.00,49.977,,500E-03,80.76,34.55,0.904,3.18,14:15:04.900
230.42,350.44E-03,72.99,49.978,,500E-03,80.75,34.53,0.904,3.17,14:15:05.000
230.44,350.54E-03,73.01,49.978,,500E-03,80.78,34.56,0.904,3.15,14:15:05.100
230.37,350.40E-03,72.98,49.978,,500E-03,80.72,34.51,0.904,3.16,14:15:05.200
230.39,350.64E-03,73.02,49.978,,500E-03,80.78,34.55,0.904,3.16,14:15:05.300
230.39,350.61E-03,73.03,49.978,,500E-03,80.78,34.52,0.904,3.17,14:15:05.400
230.35,350.54E-03,72.99,49.977,,500E-03,80.75,34.53,0.904,3.16,14:15:05.500
230.40,350.71E-03,73.05,49.976,,500E-03,80.81,34.54,0.904,3.15,14:15:05.600
230.38,350.77E-03,73.05,49.975,,500E-03,80.81,34.55,0.904,3.19,14:15:05.700
230.36,350.85E-03,73.07,49.974,,500E-03,80.82,34.55,0.904,3.17,14:15:05.800
