#Device,HMC8015
#Device Name,
#Date,2018-07-11
#Logging Interval[s],0.100
#Actual Count,268         
URMS[V],IRMS[A],P[W],FPLL[Hz],WH[Wh],IRange[A],S[VA],Q[var],LAMBDA[],UTHD[%],Timestamp
230.47,9.473E-03,0.6768,50.017,,20E-03,2.1832,2.0757,0.310,4.11,15:40:08.000
230.45,9.488E-03,0.6813,50.016,,20E-03,2.1865,2.0776,0.312,4.14,15:40:08.100
230.47,9.473E-03,0.6744,50.016,,20E-03,2.1832,2.0764,0.309,4.11,15:40:08.200
230.48,9.478E-03,0.6772,50.016,,20E-03,2.1845,2.0769,0.310,4.16,15:40:08.300
230.51,9.504E-03,0.6742,50.015,,20E-03,2.1908,2.0845,0.308,4.16,15:40:08.400
230.53,9.507E-03,0.6784,50.014,,20E-03,2.1916,2.0839,0.310,4.11,15:40:08.500
230.51,9.448E-03,0.6746,50.014,,20E-03,2.1778,2.0707,0.310,4.13,15:40:08.600
230.43,9.484E-03,0.6804,50.016,,20E-03,2.1855,2.0769,0.311,4.14,15:40:08.700
230.42,9.473E-03,0.6744,50.015,,20E-03,2.1829,2.0761,0.309,4.11,15:40:08.800
230.38,9.510E-03,0.6794,50.015,,20E-03,2.1909,2.0828,0.310,4.08,15:40:08.900
230.38,9.600E-03,0.6777,50.015,,20E-03,2.2116,2.1052,0.306,4.12,15:40:09.000
230.37,9.470E-03,0.6765,50.016,,20E-03,2.1817,2.0742,0.310,4.11,15:40:09.100
230.40,9.436E-03,0.6744,50.016,,20E-03,2.1741,2.0669,0.310,4.10,15:40:09.200
230.42,9.452E-03,0.6741,50.015,,20E-03,2.1779,2.0710,0.310,4.11,15:40:09.300
230.39,9.486E-03,0.6747,50.014,,20E-03,2.1854,2.0786,0.309,4.12,15:40:09.400
230.42,9.587E-03,0.6849,50.014,,20E-03,2.2090,2.1002,0.310,4.12,15:40:09.500
230.45,9.570E-03,0.6797,50.014,,20E-03,2.2053,2.0980,0.308,4.12,15:40:09.600
230.47,9.512E-03,0.6813,50.013,,20E-03,2.1922,2.0836,0.311,4.13,15:40:09.700
230.39,9.507E-03,0.6776,50.014,,20E-03,2.1903,2.0828,0.309,4.14,15:40:09.800
230.43,9.529E-03,0.6759,50.015,,20E-03,2.1958,2.0892,0.308,4.14,15:40:09.900
230.41,9.516E-03,0.6743,50.016,,20E-03,2.1925,2.0863,0.308,4.15,15:40:10.000
230.38,9.616E-03,0.6784,50.014,,20E-03,2.2153,2.1089,0.306,4.14,15:40:10.100
230.40,9.542E-03,0.6820,50.015,,20E-03,2.1986,2.0901,0.310,4.10,15:40:10.200
nan,nan,nan,nan,,20,nan,nan,nan,nan,15:40:10.300
nan,nan,nan,nan,,20,nan,nan,nan,nan,15:40:10.400
nan,nan,nan,nan,,20,nan,nan,nan,nan,15:40:10.500
229.62,2.635,0.1607E+03,49.994,,20,0.6051E+03,0.5833E+03,0.266,4.17,15:40:10.600
229.61,2.634,0.1581E+03,49.995,,20,0.6048E+03,0.5837E+03,0.261,4.15,15:40:10.700
229.61,2.633,0.1567E+03,49.993,,20,0.6045E+03,0.5838E+03,0.259,4.17,15:40:10.800
229.61,2.633,0.1549E+03,49.993,,20,0.6046E+03,0.5844E+03,0.256,4.18,15:40:10.900
229.60,2.632,0.1533E+03,49.993,,20,0.6044E+03,0.5846E+03,0.254,4.17,15:40:11.000
229.58,2.629,0.1504E+03,49.992,,20,0.6036E+03,0.5845E+03,0.249,4.15,15:40:11.100
nan,nan,nan,nan,,5,nan,nan,nan,nan,15:40:11.200
nan,nan,nan,nan,,5,nan,nan,nan,nan,15:40:11.300
nan,nan,nan,nan,,5,nan,nan,nan,nan,15:40:11.400
