#Device,HMC8015
#Device Name,
#Date,2018-07-11
#Logging Interval[s],0.100
#Actual Count,261         
URMS[V],IRMS[A],P[W],FPLL[Hz],WH[Wh],IRange[A],S[VA],Q[var],LAMBDA[],UTHD[%],Timestamp
231.06,9.499E-03,0.6782,50.014,,20E-03,2.1949,2.0875,0.309,3.80,15:38:57.000
231.04,9.503E-03,0.6870,50.013,,20E-03,2.1956,2.0854,0.313,3.84,15:38:57.100
231.02,9.469E-03,0.6813,50.011,,20E-03,2.1874,2.0786,0.311,3.84,15:38:57.200
230.99,9.462E-03,0.6778,50.012,,20E-03,2.1857,2.0780,0.310,3.79,15:38:57.300
231.02,9.487E-03,0.6813,50.014,,20E-03,2.1918,2.0832,0.311,3.82,15:38:57.400
231.08,9.486E-03,0.6771,50.013,,20E-03,2.1919,2.0847,0.309,3.80,15:38:57.500
231.10,9.537E-03,0.6839,50.012,,20E-03,2.2039,2.0951,0.310,3.80,15:38:57.600
231.11,9.489E-03,0.6773,50.009,,20E-03,2.1931,2.0860,0.309,3.81,15:38:57.700
231.11,9.514E-03,0.6850,50.009,,20E-03,2.1988,2.0894,0.312,3.83,15:38:57.800
231.11,9.486E-03,0.6797,50.009,,20E-03,2.1924,2.0843,0.310,3.83,15:38:57.900
231.10,9.527E-03,0.6826,50.010,,20E-03,2.2016,2.0931,0.310,3.78,15:38:58.000
231.08,9.507E-03,0.6807,50.012,,20E-03,2.1969,2.0888,0.310,3.87,15:38:58.100
231.08,9.476E-03,0.6783,50.016,,20E-03,2.1896,2.0819,0.310,3.85,15:38:58.200
231.07,9.482E-03,0.6798,50.016,,20E-03,2.1911,2.0830,0.310,3.80,15:38:58.300
231.12,9.485E-03,0.6790,50.013,,20E-03,2.1921,2.0843,0.310,3.83,15:38:58.400
231.08,9.503E-03,0.6804,50.011,,20E-03,2.1960,2.0880,0.310,3.85,15:38:58.500
231.09,9.534E-03,0.6845,50.012,,20E-03,2.2032,2.0941,0.311,3.82,15:38:58.600
231.11,9.510E-03,0.6810,50.016,,20E-03,2.1980,2.0898,0.310,3.86,15:38:58.700
231.07,9.548E-03,0.6844,50.016,,20E-03,2.2062,2.0973,0.310,3.86,15:38:58.800
231.11,9.490E-03,0.6785,50.017,,20E-03,2.1933,2.0857,0.309,3.81,15:38:58.900
231.10,9.492E-03,0.6808,50.016,,20E-03,2.1936,2.0852,0.310,3.85,15:38:59.000
231.12,9.467E-03,0.6727,50.015,,20E-03,2.1880,2.0820,0.307,3.81,15:38:59.100
231.12,9.539E-03,0.6839,50.012,,20E-03,2.2046,2.0959,0.310,3.78,15:38:59.200
231.10,9.530E-03,0.6852,50.012,,20E-03,2.2023,2.0930,0.311,3.82,15:38:59.300
231.12,9.529E-03,0.6844,50.013,,20E-03,2.2023,2.0932,0.311,3.83,15:38:59.400
231.12,9.487E-03,0.6784,50.015,,20E-03,2.1926,2.0851,0.309,3.81,15:38:59.500
231.17,9.500E-03,0.6815,50.014,,20E-03,2.1962,2.0877,0.310,3.84,15:38:59.600
231.17,9.536E-03,0.6806,50.013,,20E-03,2.2044,2.0967,0.309,3.85,15:38:59.700
231.17,9.549E-03,0.6762,50.013,,20E-03,2.2075,2.1014,0.306,3.82,15:38:59.800
231.13,9.525E-03,0.6795,50.011,,20E-03,2.2016,2.0941,0.309,3.83,15:38:59.900
231.15,9.539E-03,0.6861,50.011,,20E-03,2.2050,2.0955,0.311,3.84,15:39:00.000
231.16,9.496E-03,0.6824,50.011,,20E-03,2.1952,2.0865,0.311,3.80,15:39:00.100
nan,nan,nan,nan,,20,nan,nan,nan,nan,15:39:00.200
nan,nan,nan,nan,,20,nan,nan,nan,nan,15:39:00.300
nan,nan,nan,nan,,20,nan,nan,nan,nan,15:39:00.400
230.25,2.684,0.1698E+03,50.013,,20,0.6181E+03,0.5943E+03,0.275,3.86,15:39:00.500
230.32,2.684,0.1662E+03,50.013,,20,0.6182E+03,0.5954E+03,0.269,3.91,15:39:00.600
230.28,2.684,0.1640E+03,50.014,,20,0.6182E+03,0.5960E+03,0.265,3.85,15:39:00.700
230.34,2.685,0.1617E+03,50.014,,20,0.6184E+03,0.5969E+03,0.261,3.92,15:39:00.800
230.35,2.685,0.1595E+03,50.012,,20,0.6185E+03,0.5975E+03,0.258,3.88,15:39:00.900
230.36,2.685,0.1576E+03,50.013,,20,0.6185E+03,0.5981E+03,0.255,3.85,15:39:01.000
nan,nan,nan,nan,,5,nan,nan,nan,nan,15:39:01.100
nan,nan,nan,nan,,5,nan,nan,nan,nan,15:39:01.200
nan,nan,nan,nan,,5,nan,nan,nan,nan,15:39:01.300
230.42,2.6742,0.1479E+03,50.016,,5,0.6162E+03,0.5982E+03,0.240,3.91,15:39:01.400
230.39,2.6734,0.1464E+03,50.015,,5,0.6159E+03,0.5983E+03,0.238,3.85,15:39:01.500
230.37,2.6739,0.1454E+03,50.013,,5,0.6160E+03,0.5986E+03,0.236,3.88,15:39:01.600
230.37,2.6747,0.1445E+03,50.013,,5,0.6162E+03,0.5990E+03,0.235,3.89,15:39:01.700
230.43,2.6772,0.1439E+03,50.014,,5,0.6169E+03,0.5999E+03,0.233,3.87,15:39:01.800
230.43,2.6771,0.1434E+03,50.016,,5,0.6169E+03,0.6000E+03,0.232,3.90,15:39:01.900
230.48,2.6812,0.1437E+03,50.016,,5,0.6180E+03,0.6010E+03,0.232,3.85,15:39:02.000
230.46,2.6797,0.1443E+03,50.016,,5,0.6176E+03,0.6005E+03,0.234,3.84,15:39:02.100
230.42,2.6785,0.1466E+03,50.014,,5,0.6172E+03,0.5995E+03,0.238,3.85,15:39:02.200
230.31,2.6791,0.1653E+03,50.013,,5,0.6170E+03,0.5945E+03,0.268,3.85,15:39:02.300
230.21,2.6803,0.1768E+03,50.013,,5,0.6170E+03,0.5912E+03,0.286,3.84,15:39:02.400
230.12,2.6903,0.1956E+03,50.015,,5,0.6191E+03,0.5874E+03,0.316,3.85,15:39:02.500
230.04,2.7092,0.2155E+03,50.016,,5,0.6232E+03,0.5848E+03,0.346,3.83,15:39:02.600
229.70,2.7957,0.2932E+03,50.016,,5,0.6422E+03,0.5713E+03,0.457,3.81,15:39:02.700
229.44,2.8782,0.3430E+03,50.016,,5,0.6604E+03,0.5643E+03,0.519,3.76,15:39:02.800
229.34,2.9384,0.3698E+03,50.015,,5,0.6739E+03,0.5634E+03,0.549,3.78,15:39:02.900
229.05,3.1115,0.4342E+03,50.014,,5,0.7127E+03,0.5651E+03,0.609,3.86,15:39:03.000
226.46,4.9684,0.9557E+03,50.004,,5,1.1252E+03,0.5938E+03,0.849,3.97,15:39:03.100
225.02,5.8573,1.2658E+03,50.003,,5,1.3180E+03,0.3674E+03,0.960,3.92,15:39:03.200
225.04,5.8370,1.2629E+03,50.003,,5,1.3136E+03,0.3615E+03,0.961,3.92,15:39:03.300
225.01,5.8286,1.2618E+03,50.004,,5,1.3115E+03,0.3577E+03,0.962,3.95,15:39:03.400
225.02,5.8152,1.2600E+03,50.002,,5,1.3085E+03,0.3529E+03,0.963,3.99,15:39:03.500
224.99,5.8145,1.2600E+03,50.002,,5,1.3082E+03,0.3520E+03,0.963,3.89,15:39:03.600
225.02,5.8119,1.2598E+03,50.004,,5,1.3078E+03,0.3509E+03,0.963,3.97,15:39:03.700
225.01,5.8098,1.2594E+03,50.004,,5,1.3073E+03,0.3504E+03,0.963,3.91,15:39:03.800
224.99,5.8062,1.2587E+03,50.005,,5,1.3063E+03,0.3496E+03,0.964,3.94,15:39:03.900
225.03,5.8079,1.2593E+03,50.004,,5,1.3069E+03,0.3495E+03,0.964,3.96,15:39:04.000
224.98,5.8059,1.2587E+03,50.012,,5,1.3062E+03,0.3492E+03,0.964,3.94,15:39:04.100
224.99,5.8064,1.2589E+03,50.014,,5,1.3064E+03,0.3490E+03,0.964,3.93,15:39:04.200
225.07,5.8050,1.2588E+03,50.014,,5,1.3065E+03,0.3497E+03,0.964,3.94,15:39:04.300
225.03,5.8070,1.2591E+03,50.014,,5,1.3067E+03,0.3495E+03,0.964,3.98,15:39:04.400
225.04,5.8055,1.2588E+03,50.016,,5,1.3065E+03,0.3496E+03,0.964,3.95,15:39:04.500
225.04,5.8086,1.2594E+03,50.015,,5,1.3072E+03,0.3500E+03,0.963,3.95,15:39:04.600
225.03,5.8093,1.2595E+03,50.012,,5,1.3073E+03,0.3503E+03,0.963,3.93,15:39:04.700
225.05,5.8118,1.2601E+03,50.013,,5,1.3079E+03,0.3505E+03,0.963,3.95,15:39:04.800
225.01,5.8096,1.2594E+03,50.012,,5,1.3072E+03,0.3502E+03,0.963,3.95,15:39:04.900
225.02,5.8108,1.2598E+03,50.015,,5,1.3076E+03,0.3504E+03,0.963,3.88,15:39:05.000
225.00,5.8124,1.2599E+03,50.019,,5,1.3078E+03,0.3508E+03,0.963,3.93,15:39:05.100
224.99,5.8130,1.2599E+03,50.015,,5,1.3079E+03,0.3513E+03,0.963,3.93,15:39:05.200
225.01,5.8155,1.2604E+03,50.014,,5,1.3085E+03,0.3518E+03,0.963,3.95,15:39:05.300
224.98,5.8147,1.2600E+03,50.015,,5,1.3082E+03,0.3518E+03,0.963,3.94,15:39:05.400
225.03,5.8167,1.2605E+03,50.015,,5,1.3089E+03,0.3526E+03,0.963,3.97,15:39:05.500
224.95,5.8172,1.2602E+03,50.017,,5,1.3086E+03,0.3523E+03,0.963,3.93,15:39:05.600
224.99,5.8181,1.2606E+03,50.018,,5,1.3090E+03,0.3526E+03,0.963,3.98,15:39:05.700
225.00,5.8188,1.2608E+03,50.016,,5,1.3092E+03,0.3528E+03,0.963,3.95,15:39:05.800
224.99,5.8195,1.2608E+03,50.016,,5,1.3093E+03,0.3530E+03,0.963,3.93,15:39:05.900
225.03,5.8212,1.2614E+03,50.016,,5,1.3099E+03,0.3532E+03,0.963,3.94,15:39:06.000
225.05,5.8209,1.2614E+03,50.014,,5,1.3100E+03,0.3536E+03,0.963,3.91,15:39:06.100
225.07,5.8213,1.2615E+03,50.016,,5,1.3102E+03,0.3538E+03,0.963,3.92,15:39:06.200
225.05,5.8208,1.2613E+03,50.018,,5,1.3100E+03,0.3539E+03,0.963,3.94,15:39:06.300
225.04,5.8192,1.2609E+03,50.018,,5,1.3096E+03,0.3537E+03,0.963,3.95,15:39:06.400
225.07,5.8204,1.2613E+03,50.017,,5,1.3100E+03,0.3539E+03,0.963,3.97,15:39:06.500
225.08,5.8204,1.2614E+03,50.014,,5,1.3100E+03,0.3538E+03,0.963,3.94,15:39:06.600
225.00,5.8187,1.2605E+03,50.014,,5,1.3092E+03,0.3538E+03,0.963,3.95,15:39:06.700
224.99,5.8218,1.2611E+03,50.015,,5,1.3099E+03,0.3540E+03,0.963,3.92,15:39:06.800
225.00,5.8203,1.2609E+03,50.015,,5,1.3096E+03,0.3538E+03,0.963,3.94,15:39:06.900
224.99,5.8205,1.2609E+03,50.014,,5,1.3096E+03,0.3538E+03,0.963,3.91,15:39:07.000
225.03,5.8173,1.2604E+03,50.014,,5,1.3091E+03,0.3535E+03,0.963,3.92,15:39:07.100
225.04,5.8203,1.2610E+03,50.014,,5,1.3098E+03,0.3540E+03,0.963,3.89,15:39:07.200
225.07,5.8207,1.2613E+03,50.013,,5,1.3101E+03,0.3543E+03,0.963,3.92,15:39:07.300
225.09,5.8191,1.2610E+03,50.013,,5,1.3098E+03,0.3544E+03,0.963,3.93,15:39:07.400
225.07,5.8184,1.2607E+03,50.014,,5,1.3095E+03,0.3541E+03,0.963,3.95,15:39:07.500
225.09,5.8198,1.2612E+03,50.016,,5,1.3100E+03,0.3542E+03,0.963,3.97,15:39:07.600
225.08,5.8205,1.2612E+03,50.015,,5,1.3101E+03,0.3546E+03,0.963,3.95,15:39:07.700
225.09,5.8219,1.2615E+03,50.014,,5,1.3105E+03,0.3548E+03,0.963,3.93,15:39:07.800
225.03,5.8209,1.2609E+03,50.013,,5,1.3099E+03,0.3547E+03,0.963,3.92,15:39:07.900
225.02,5.8206,1.2609E+03,50.015,,5,1.3097E+03,0.3543E+03,0.963,3.90,15:39:08.000
225.01,5.8222,1.2612E+03,50.015,,5,1.3101E+03,0.3545E+03,0.963,3.89,15:39:08.100
225.03,5.8172,1.2603E+03,50.014,,5,1.3091E+03,0.3541E+03,0.963,3.91,15:39:08.200
225.07,5.8208,1.2612E+03,50.014,,5,1.3101E+03,0.3545E+03,0.963,3.92,15:39:08.300
225.02,5.8207,1.2609E+03,50.015,,5,1.3098E+03,0.3547E+03,0.963,3.94,15:39:08.400
225.01,5.8214,1.2610E+03,50.014,,5,1.3099E+03,0.3547E+03,0.963,3.95,15:39:08.800
224.99,5.8224,1.2611E+03,50.015,,5,1.3100E+03,0.3547E+03,0.963,3.93,15:39:08.900
224.98,5.8215,1.2607E+03,50.016,,5,1.3097E+03,0.3549E+03,0.963,3.97,15:39:09.000
225.02,5.8230,1.2613E+03,50.014,,5,1.3103E+03,0.3550E+03,0.963,3.93,15:39:09.100
225.06,5.8194,1.2607E+03,50.016,,5,1.3097E+03,0.3549E+03,0.963,3.92,15:39:09.200
225.04,5.8194,1.2606E+03,50.015,,5,1.3096E+03,0.3547E+03,0.963,3.95,15:39:09.300
225.05,5.8195,1.2607E+03,50.014,,5,1.3097E+03,0.3548E+03,0.963,3.96,15:39:09.400
225.03,5.8211,1.2610E+03,50.014,,5,1.3099E+03,0.3548E+03,0.963,3.94,15:39:09.500
225.09,5.8225,1.2615E+03,50.013,,5,1.3106E+03,0.3553E+03,0.963,4.00,15:39:09.600
225.10,5.8191,1.2608E+03,50.012,,5,1.3098E+03,0.3551E+03,0.963,3.97,15:39:09.700
225.02,5.8201,1.2606E+03,50.013,,5,1.3096E+03,0.3548E+03,0.963,3.97,15:39:09.800
224.98,5.8208,1.2606E+03,50.012,,5,1.3096E+03,0.3548E+03,0.963,3.99,15:39:09.900
224.96,5.8219,1.2609E+03,50.012,,5,1.3097E+03,0.3543E+03,0.963,3.99,15:39:10.000
224.93,5.8229,1.2609E+03,50.013,,5,1.3097E+03,0.3542E+03,0.963,3.95,15:39:10.100
224.93,5.8210,1.2605E+03,50.010,,5,1.3093E+03,0.3541E+03,0.963,3.95,15:39:10.200
224.98,5.8193,1.2605E+03,50.009,,5,1.3092E+03,0.3539E+03,0.963,3.95,15:39:10.300
224.98,5.8180,1.2603E+03,50.011,,5,1.3090E+03,0.3537E+03,0.963,3.94,15:39:10.400
225.02,5.8183,1.2605E+03,50.011,,5,1.3092E+03,0.3539E+03,0.963,3.95,15:39:10.500
225.02,5.8171,1.2602E+03,50.011,,5,1.3089E+03,0.3538E+03,0.963,3.95,15:39:10.600
224.69,5.8183,1.2590E+03,50.009,,5,1.3073E+03,0.3523E+03,0.963,4.01,15:39:10.700
224.73,5.8183,1.2592E+03,50.009,,5,1.3076E+03,0.3524E+03,0.963,4.05,15:39:10.800
224.68,5.8188,1.2591E+03,50.009,,5,1.3074E+03,0.3522E+03,0.963,4.03,15:39:10.900
224.63,5.8183,1.2587E+03,50.009,,5,1.3070E+03,0.3520E+03,0.963,4.04,15:39:11.000
224.62,5.8193,1.2589E+03,50.010,,5,1.3072E+03,0.3519E+03,0.963,4.06,15:39:11.100
224.65,5.8171,1.2585E+03,50.011,,5,1.3068E+03,0.3520E+03,0.963,4.02,15:39:11.200
224.66,5.8186,1.2588E+03,50.012,,5,1.3072E+03,0.3526E+03,0.963,4.02,15:39:11.300
224.73,5.8172,1.2589E+03,50.006,,5,1.3073E+03,0.3524E+03,0.963,4.07,15:39:11.400
224.73,5.8167,1.2588E+03,50.004,,5,1.3072E+03,0.3523E+03,0.963,4.00,15:39:11.500
224.72,5.8181,1.2590E+03,50.005,,5,1.3074E+03,0.3523E+03,0.963,4.02,15:39:11.600
224.72,5.8175,1.2590E+03,50.005,,5,1.3073E+03,0.3522E+03,0.963,4.03,15:39:11.700
224.69,5.8164,1.2586E+03,50.005,,5,1.3069E+03,0.3521E+03,0.963,4.01,15:39:11.800
224.63,5.8155,1.2580E+03,50.006,,5,1.3064E+03,0.3520E+03,0.963,3.97,15:39:11.900
224.67,5.8172,1.2586E+03,50.004,,5,1.3070E+03,0.3521E+03,0.963,4.05,15:39:12.000
224.69,5.8164,1.2586E+03,50.000,,5,1.3069E+03,0.3521E+03,0.963,3.99,15:39:12.100
224.68,5.8147,1.2582E+03,49.999,,5,1.3065E+03,0.3517E+03,0.963,4.00,15:39:12.200
224.73,5.8148,1.2585E+03,49.999,,5,1.3067E+03,0.3517E+03,0.963,4.03,15:39:12.300
224.70,5.8145,1.2583E+03,50.004,,5,1.3065E+03,0.3515E+03,0.963,4.02,15:39:12.400
224.72,5.8154,1.2586E+03,50.007,,5,1.3068E+03,0.3516E+03,0.963,3.99,15:39:12.500
224.73,5.8129,1.2581E+03,50.006,,5,1.3063E+03,0.3515E+03,0.963,3.99,15:39:12.600
224.77,5.8141,1.2587E+03,50.005,,5,1.3068E+03,0.3515E+03,0.963,4.01,15:39:12.700
224.75,5.8124,1.2582E+03,50.004,,5,1.3063E+03,0.3513E+03,0.963,4.00,15:39:12.800
224.69,5.8142,1.2583E+03,50.003,,5,1.3064E+03,0.3512E+03,0.963,3.99,15:39:12.900
224.70,5.8141,1.2583E+03,50.003,,5,1.3064E+03,0.3512E+03,0.963,3.99,15:39:13.000
224.72,5.8153,1.2587E+03,50.006,,5,1.3068E+03,0.3514E+03,0.963,3.98,15:39:13.100
224.72,5.8141,1.2585E+03,50.005,,5,1.3066E+03,0.3512E+03,0.963,3.98,15:39:13.200
224.75,5.8128,1.2584E+03,50.003,,5,1.3064E+03,0.3510E+03,0.963,4.01,15:39:13.300
224.73,5.8109,1.2579E+03,50.004,,5,1.3059E+03,0.3509E+03,0.963,4.02,15:39:13.400
224.74,5.8116,1.2581E+03,50.003,,5,1.3061E+03,0.3507E+03,0.963,3.97,15:39:13.500
224.78,5.8104,1.2581E+03,50.004,,5,1.3060E+03,0.3504E+03,0.963,4.01,15:39:13.600
224.80,5.8087,1.2579E+03,50.004,,5,1.3058E+03,0.3503E+03,0.963,4.04,15:39:13.700
224.72,5.8113,1.2581E+03,50.003,,5,1.3059E+03,0.3501E+03,0.963,4.01,15:39:13.800
224.74,5.8105,1.2580E+03,50.002,,5,1.3059E+03,0.3502E+03,0.963,4.01,15:39:13.900
224.83,5.8104,1.2584E+03,50.002,,5,1.3063E+03,0.3506E+03,0.963,4.02,15:39:14.000
224.78,5.8086,1.2578E+03,50.002,,5,1.3057E+03,0.3504E+03,0.963,4.03,15:39:14.100
224.82,5.8104,1.2584E+03,50.005,,5,1.3063E+03,0.3506E+03,0.963,4.00,15:39:14.200
224.81,5.8101,1.2582E+03,50.007,,5,1.3062E+03,0.3506E+03,0.963,3.99,15:39:14.300
224.81,5.8108,1.2585E+03,50.005,,5,1.3063E+03,0.3503E+03,0.963,4.04,15:39:14.400
224.81,5.8117,1.2586E+03,50.004,,5,1.3065E+03,0.3505E+03,0.963,3.96,15:39:14.500
224.79,5.8085,1.2578E+03,50.002,,5,1.3057E+03,0.3503E+03,0.963,3.95,15:39:14.600
224.85,5.8095,1.2583E+03,50.005,,5,1.3063E+03,0.3509E+03,0.963,4.01,15:39:14.700
224.86,5.8097,1.2584E+03,50.007,,5,1.3064E+03,0.3508E+03,0.963,3.96,15:39:14.800
224.87,5.8102,1.2585E+03,50.009,,5,1.3065E+03,0.3509E+03,0.963,3.99,15:39:14.900
224.88,5.8089,1.2583E+03,50.010,,5,1.3063E+03,0.3510E+03,0.963,3.99,15:39:15.000
224.84,5.8096,1.2582E+03,50.009,,5,1.3062E+03,0.3510E+03,0.963,3.99,15:39:15.100
224.81,5.8112,1.2584E+03,50.008,,5,1.3065E+03,0.3509E+03,0.963,4.00,15:39:15.200
224.74,5.8093,1.2576E+03,50.006,,5,1.3056E+03,0.3506E+03,0.963,3.99,15:39:15.300
224.77,5.8098,1.2579E+03,50.008,,5,1.3059E+03,0.3507E+03,0.963,3.99,15:39:15.400
224.79,5.8103,1.2581E+03,50.010,,5,1.3061E+03,0.3507E+03,0.963,4.01,15:39:15.500
224.82,5.8095,1.2582E+03,50.009,,5,1.3061E+03,0.3506E+03,0.963,3.97,15:39:15.600
224.83,5.8119,1.2587E+03,50.007,,5,1.3067E+03,0.3510E+03,0.963,4.00,15:39:15.700
224.85,5.8111,1.2586E+03,50.006,,5,1.3066E+03,0.3509E+03,0.963,4.02,15:39:15.800
224.85,5.8100,1.2584E+03,50.004,,5,1.3064E+03,0.3506E+03,0.963,4.01,15:39:15.900
224.86,5.8097,1.2583E+03,50.005,,5,1.3063E+03,0.3509E+03,0.963,3.95,15:39:16.000
224.83,5.8124,1.2588E+03,50.005,,5,1.3068E+03,0.3509E+03,0.963,3.97,15:39:16.100
224.84,5.8129,1.2589E+03,50.001,,5,1.3069E+03,0.3511E+03,0.963,3.96,15:39:16.200
224.80,5.8104,1.2582E+03,50.001,,5,1.3062E+03,0.3507E+03,0.963,3.97,15:39:16.300
224.80,5.8120,1.2586E+03,50.002,,5,1.3065E+03,0.3506E+03,0.963,3.99,15:39:16.400
224.82,5.8121,1.2587E+03,50.002,,5,1.3067E+03,0.3507E+03,0.963,4.00,15:39:16.500
224.83,5.8091,1.2582E+03,50.005,,5,1.3061E+03,0.3504E+03,0.963,3.99,15:39:16.600
224.86,5.8105,1.2587E+03,50.007,,5,1.3066E+03,0.3506E+03,0.963,4.02,15:39:16.700
224.88,5.8102,1.2588E+03,50.005,,5,1.3066E+03,0.3504E+03,0.963,4.05,15:39:16.800
224.89,5.8092,1.2586E+03,50.004,,5,1.3064E+03,0.3504E+03,0.963,3.97,15:39:16.900
224.85,5.8103,1.2585E+03,50.002,,5,1.3065E+03,0.3507E+03,0.963,3.97,15:39:17.000
224.84,5.8101,1.2585E+03,50.002,,5,1.3064E+03,0.3502E+03,0.963,4.01,15:39:17.100
229.34,2.7962,0.3336E+03,50.008,,5,0.6413E+03,0.5477E+03,0.520,3.92,15:39:17.200
230.78,0.2127,0.0416E+03,50.010,,5,0.0491E+03,0.0260E+03,0.848,3.86,15:39:17.300
230.75,0.2124,0.0416E+03,50.008,,5,0.0490E+03,0.0260E+03,0.848,3.88,15:39:17.400
230.76,0.2124,0.0416E+03,50.007,,5,0.0490E+03,0.0260E+03,0.848,3.88,15:39:17.500
230.81,0.2125,0.0416E+03,50.005,,5,0.0490E+03,0.0260E+03,0.848,3.87,15:39:17.600
230.81,0.2126,0.0416E+03,50.003,,5,0.0491E+03,0.0260E+03,0.848,3.85,15:39:17.700
230.79,0.2125,0.0416E+03,50.003,,5,0.0490E+03,0.0260E+03,0.848,3.89,15:39:17.800
230.79,0.2124,0.0416E+03,50.006,,5,0.0490E+03,0.0260E+03,0.848,3.92,15:39:17.900
230.79,0.2124,0.0416E+03,50.007,,5,0.0490E+03,0.0260E+03,0.848,3.89,15:39:18.000
230.80,0.2124,0.0416E+03,50.007,,5,0.0490E+03,0.0260E+03,0.848,3.88,15:39:18.100
nan,nan,nan,nan,,500E-03,nan,nan,nan,nan,15:39:18.200
nan,nan,nan,nan,,500E-03,nan,nan,nan,nan,15:39:18.300
nan,nan,nan,nan,,500E-03,nan,nan,nan,nan,15:39:18.400
230.69,211.97E-03,41.46,50.003,,500E-03,48.90,25.92,0.848,3.92,15:39:18.500
230.74,212.31E-03,41.56,50.004,,500E-03,48.99,25.93,0.848,3.89,15:39:18.600
229.19,212.80E-03,41.18,50.003,,500E-03,48.77,26.14,0.844,3.86,15:39:18.700
230.81,212.19E-03,41.52,50.004,,500E-03,48.98,25.97,0.848,3.90,15:39:18.800
230.84,212.24E-03,41.54,50.004,,500E-03,48.99,25.97,0.848,3.92,15:39:18.900
230.82,212.27E-03,41.55,50.003,,500E-03,48.99,25.97,0.848,3.91,15:39:19.000
230.80,212.25E-03,41.54,50.003,,500E-03,48.99,25.96,0.848,3.91,15:39:19.100
230.75,212.00E-03,41.47,50.004,,500E-03,48.92,25.94,0.848,3.88,15:39:19.200
230.75,212.03E-03,41.48,50.003,,500E-03,48.93,25.94,0.848,3.90,15:39:19.300
230.75,212.01E-03,41.47,50.002,,500E-03,48.92,25.95,0.848,3.90,15:39:19.400
230.72,211.93E-03,41.46,50.002,,500E-03,48.90,25.92,0.848,3.94,15:39:19.500
230.71,211.89E-03,41.45,50.002,,500E-03,48.88,25.92,0.848,3.93,15:39:19.600
230.71,211.88E-03,41.44,50.002,,500E-03,48.88,25.92,0.848,3.90,15:39:19.700
230.68,211.88E-03,41.44,50.001,,500E-03,48.88,25.91,0.848,3.88,15:39:19.800
230.67,211.90E-03,41.45,50.000,,500E-03,48.88,25.91,0.848,3.88,15:39:19.900
230.71,211.90E-03,41.45,50.001,,500E-03,48.89,25.91,0.848,3.92,15:39:20.000
230.72,211.91E-03,41.46,50.001,,500E-03,48.89,25.92,0.848,3.90,15:39:20.100
230.79,160.82E-03,30.64,50.001,,500E-03,37.12,20.94,0.826,3.90,15:39:20.200
230.97,8.74E-03,0.49,50.001,,500E-03,2.02,1.96,0.245,3.90,15:39:20.300
230.95,8.76E-03,0.50,50.001,,500E-03,2.02,1.96,0.249,3.91,15:39:20.400
230.92,8.79E-03,0.51,50.000,,500E-03,2.03,1.96,0.252,3.88,15:39:20.500
230.84,8.76E-03,0.50,50.000,,500E-03,2.02,1.96,0.249,3.91,15:39:20.600
230.93,8.63E-03,0.48,50.000,,500E-03,1.99,1.94,0.240,3.94,15:39:20.700
230.92,8.60E-03,0.47,50.001,,500E-03,1.99,1.93,0.235,3.93,15:39:20.800
230.89,8.61E-03,0.47,50.002,,500E-03,1.99,1.93,0.236,3.91,15:39:20.900
230.95,8.61E-03,0.47,50.002,,500E-03,1.99,1.93,0.235,3.90,15:39:21.000
